job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred,job_title_standardized,job_category,skills_list,tools_list,num_skills_required,num_tools_preferred,salary_min,salary_max,salary_avg,salary_category,city,country_code,country,region,industry_standardized,industry_category,experience_level_standardized,employment_type_standardized,company_size_standardized,posted_date_parsed,posted_year,posted_month,posted_quarter,posted_month_name
55,Williams-Vargas,Healthcare,Quant Researcher,"Keras, Excel, FastAPI, Azure, R, PyTorch",Senior,Full-time,"Carlland, ME",135916-233596,2024/11/10,Startup,"FastAPI, TensorFlow, BigQuery",Quant Researcher,Quant Researcher,"['Keras', 'Excel', 'FastAPI', 'Azure', 'R', 'PyTorch']","['FastAPI', 'TensorFlow', 'BigQuery']",6,3,135916,233596,184756.0,Very High (>150K),Carlland,ME,Montenegro,Europe,Healthcare,Healthcare,Senior,Full-Time,Startup,2024-11-10,2024,11,4,November
56,Hill-Huff,Tech,ML Engineer,"Power BI, LangChain, Flask, Excel, SQL, CUDA",Senior,Remote,"Jessicamouth, PT",149271-215582,2025/4/23,Startup,"BigQuery, PyTorch, TensorFlow",Ml Engineer,ML Engineer,"['Power BI', 'LangChain', 'Flask', 'Excel', 'SQL', 'CUDA']","['BigQuery', 'PyTorch', 'TensorFlow']",6,3,149271,215582,182426.5,Very High (>150K),Jessicamouth,PT,Portugal,Europe,Tech,Technology,Senior,Remote,Startup,2025-04-23,2025,4,2,April
57,Meyer PLC,Education,Data Analyst,"AWS, Excel, Azure",Entry,Internship,"Caitlynmouth, MR",56348-123497,2023/11/16,Mid,"LangChain, Scikit-learn, PyTorch",Data Analyst,Data Analyst,"['AWS', 'Excel', 'Azure']","['LangChain', 'Scikit-learn', 'PyTorch']",3,3,56348,123497,89922.5,Mid (70K-100K),Caitlynmouth,MR,Mauritania,Africa,Education,Education,Entry,Internship,Mid,2023-11-16,2023,11,4,November
58,Boyd-Carlson,Retail,ML Engineer,"Excel, AWS, Keras, Azure, FastAPI, R",Senior,Full-time,"Villarrealhaven, KI",69159-139847,2025/2/11,Large,"MLflow, LangChain",Ml Engineer,ML Engineer,"['Excel', 'AWS', 'Keras', 'Azure', 'FastAPI', 'R']","['MLflow', 'LangChain']",6,2,69159,139847,104503.0,High (100K-150K),Villarrealhaven,KI,Kiribati,Oceania,Retail,Retail & E-commerce,Senior,Full-Time,Large,2025-02-11,2025,2,1,February
59,Scott-Gardner,Tech,AI Researcher,"FastAPI, C++, Excel, Flask, Pandas",Senior,Remote,"North Laurie, BI",78305-162525,2025/6/21,Large,"FastAPI, PyTorch, LangChain",Ai Researcher,AI Researcher,"['FastAPI', 'C++', 'Excel', 'Flask', 'Pandas']","['FastAPI', 'PyTorch', 'LangChain']",5,3,78305,162525,120415.0,High (100K-150K),North Laurie,BI,Burundi,Africa,Tech,Technology,Senior,Remote,Large,2025-06-21,2025,6,2,June
60,Jackson Group,Finance,AI Product Manager,"TensorFlow, C++, SQL, Hugging Face, Flask, Power BI",Mid,Internship,"East Juliashire, TR",64238-115477,2023/9/25,Startup,BigQuery,Ai Product Manager,AI Product Manager,"['TensorFlow', 'C++', 'SQL', 'Hugging Face', 'Flask', 'Power BI']",['BigQuery'],6,1,64238,115477,89857.5,Mid (70K-100K),East Juliashire,TR,Turkey,Europe,Finance,Finance & Banking,Mid,Internship,Startup,2023-09-25,2023,9,3,September
61,"Sullivan, Silva and Sawyer",Finance,Data Analyst,"Power BI, Excel, GCP",Senior,Remote,"North Jonathan, NL",53583-148644,2024/6/27,Mid,MLflow,Data Analyst,Data Analyst,"['Power BI', 'Excel', 'GCP']",['MLflow'],3,1,53583,148644,101113.5,High (100K-150K),North Jonathan,NL,Netherlands,Europe,Finance,Finance & Banking,Senior,Remote,Mid,2024-06-27,2024,6,2,June
62,"Page, Bonilla and Cohen",Retail,AI Product Manager,"Python, FastAPI, Scikit-learn, Hugging Face, Power BI, Flask",Entry,Remote,"Port Jacobchester, SB",50457-126635,2024/5/8,Startup,LangChain,Ai Product Manager,AI Product Manager,"['Python', 'FastAPI', 'Scikit-learn', 'Hugging Face', 'Power BI', 'Flask']",['LangChain'],6,1,50457,126635,88546.0,Mid (70K-100K),Port Jacobchester,SB,Solomon Islands,Oceania,Retail,Retail & E-commerce,Entry,Remote,Startup,2024-05-08,2024,5,2,May
63,Young-Wright,Retail,Computer Vision Engineer,"Hugging Face, Keras, Scikit-learn",Mid,Internship,"Kaylaburgh, NO",97883-172449,2024/10/26,Large,"TensorFlow, LangChain",Computer Vision Engineer,Computer Vision Engineer,"['Hugging Face', 'Keras', 'Scikit-learn']","['TensorFlow', 'LangChain']",3,2,97883,172449,135166.0,High (100K-150K),Kaylaburgh,NO,Norway,Europe,Retail,Retail & E-commerce,Mid,Internship,Large,2024-10-26,2024,10,4,October
64,Patel PLC,E-commerce,AI Product Manager,"Reinforcement Learning, LangChain, Python",Entry,Remote,"South Jamie, KM",94965-141198,2025/2/17,Startup,FastAPI,Ai Product Manager,AI Product Manager,"['Reinforcement Learning', 'LangChain', 'Python']",['FastAPI'],3,1,94965,141198,118081.5,High (100K-150K),South Jamie,KM,Comoros,Africa,E-Commerce,Retail & E-commerce,Entry,Remote,Startup,2025-02-17,2025,2,1,February
65,"Lopez, Nelson and Meyer",E-commerce,AI Researcher,"Azure, Pandas, Power BI, MLflow",Entry,Internship,"Lake Michelleport, RS",81202-154117,2025/1/6,Startup,"PyTorch, TensorFlow, FastAPI",Ai Researcher,AI Researcher,"['Azure', 'Pandas', 'Power BI', 'MLflow']","['PyTorch', 'TensorFlow', 'FastAPI']",4,3,81202,154117,117659.5,High (100K-150K),Lake Michelleport,RS,Serbia,Europe,E-Commerce,Retail & E-commerce,Entry,Internship,Startup,2025-01-06,2025,1,1,January
66,"Harris, Porter and Walter",Retail,AI Researcher,"C++, Reinforcement Learning, NumPy, Azure, MLflow, Flask",Mid,Contract,"Port Kristenmouth, SA",106117-199125,2023/12/19,Large,"FastAPI, KDB+",Ai Researcher,AI Researcher,"['C++', 'Reinforcement Learning', 'NumPy', 'Azure', 'MLflow', 'Flask']","['FastAPI', 'KDB+']",6,2,106117,199125,152621.0,Very High (>150K),Port Kristenmouth,SA,Saudi Arabia,Middle East,Retail,Retail & E-commerce,Mid,Contract,Large,2023-12-19,2023,12,4,December
67,Dominguez and Sons,Automotive,AI Product Manager,"LangChain, FastAPI, SQL",Senior,Internship,"Rodriguezstad, ET",137229-193525,2024/4/8,Large,"BigQuery, KDB+",Ai Product Manager,AI Product Manager,"['LangChain', 'FastAPI', 'SQL']","['BigQuery', 'KDB+']",3,2,137229,193525,165377.0,Very High (>150K),Rodriguezstad,ET,Ethiopia,Africa,Automotive,Automotive & Transportation,Senior,Internship,Large,2024-04-08,2024,4,2,April
68,Griffith-Garner,Retail,Data Analyst,"NumPy, Python, Azure, GCP, C++, Scikit-learn",Senior,Remote,"Meredithview, LS",40995-54162,2024/12/21,Startup,PyTorch,Data Analyst,Data Analyst,"['NumPy', 'Python', 'Azure', 'GCP', 'C++', 'Scikit-learn']",['PyTorch'],6,1,40995,54162,47578.5,Low (<70K),Meredithview,LS,Lesotho,Africa,Retail,Retail & E-commerce,Senior,Remote,Startup,2024-12-21,2024,12,4,December
69,Smith LLC,Healthcare,Data Analyst,"Power BI, AWS, NumPy, CUDA, MLflow",Mid,Full-time,"South Tylerhaven, LC",129140-193460,2023/12/9,Mid,"LangChain, PyTorch, MLflow",Data Analyst,Data Analyst,"['Power BI', 'AWS', 'NumPy', 'CUDA', 'MLflow']","['LangChain', 'PyTorch', 'MLflow']",5,3,129140,193460,161300.0,Very High (>150K),South Tylerhaven,LC,Saint Lucia,Caribbean,Healthcare,Healthcare,Mid,Full-Time,Mid,2023-12-09,2023,12,4,December
70,Smith-Jones,Education,Data Analyst,"LangChain, PyTorch, Flask",Mid,Full-time,"South Karenville, BB",86690-120765,2025/6/15,Mid,BigQuery,Data Analyst,Data Analyst,"['LangChain', 'PyTorch', 'Flask']",['BigQuery'],3,1,86690,120765,103727.5,High (100K-150K),South Karenville,BB,Barbados,Caribbean,Education,Education,Mid,Full-Time,Mid,2025-06-15,2025,6,2,June
71,"Maddox, Steele and Jones",Retail,ML Engineer,"Flask, Scikit-learn, NumPy",Entry,Internship,"Billyfort, YE",85816-149983,2025/3/12,Mid,"FastAPI, PyTorch",Ml Engineer,ML Engineer,"['Flask', 'Scikit-learn', 'NumPy']","['FastAPI', 'PyTorch']",3,2,85816,149983,117899.5,High (100K-150K),Billyfort,YE,Yemen,Asia,Retail,Retail & E-commerce,Entry,Internship,Mid,2025-03-12,2025,3,1,March
72,Williams PLC,Healthcare,Quant Researcher,"SQL, FastAPI, LangChain, Scikit-learn, NumPy, TensorFlow",Senior,Remote,"New Jefferyfort, TG",60805-99890,2024/2/12,Startup,"FastAPI, LangChain",Quant Researcher,Quant Researcher,"['SQL', 'FastAPI', 'LangChain', 'Scikit-learn', 'NumPy', 'TensorFlow']","['FastAPI', 'LangChain']",6,2,60805,99890,80347.5,Mid (70K-100K),New Jefferyfort,TG,Togo,Africa,Healthcare,Healthcare,Senior,Remote,Startup,2024-02-12,2024,2,1,February
73,"Hurst, Manning and Wood",Education,Data Analyst,"Azure, Excel, TensorFlow",Senior,Remote,"Petersenborough, VN",118377-137651,2025/5/2,Large,"PyTorch, BigQuery, Scikit-learn",Data Analyst,Data Analyst,"['Azure', 'Excel', 'TensorFlow']","['PyTorch', 'BigQuery', 'Scikit-learn']",3,3,118377,137651,128014.0,High (100K-150K),Petersenborough,VN,Vietnam,Asia,Education,Education,Senior,Remote,Large,2025-05-02,2025,5,2,May
74,"Howard, Carr and Joseph",Automotive,NLP Engineer,"C++, MLflow, CUDA, Hugging Face",Mid,Internship,"Leeberg, ME",81382-175328,2023/11/28,Large,"MLflow, PyTorch",Nlp Engineer,NLP Engineer,"['C++', 'MLflow', 'CUDA', 'Hugging Face']","['MLflow', 'PyTorch']",4,2,81382,175328,128355.0,High (100K-150K),Leeberg,ME,Montenegro,Europe,Automotive,Automotive & Transportation,Mid,Internship,Large,2023-11-28,2023,11,4,November
75,Lewis-Smith,Automotive,ML Engineer,"MLflow, NumPy, R, C++, PyTorch",Senior,Remote,"North Christopherfurt, LR",132555-209536,2025/9/9,Startup,KDB+,Ml Engineer,ML Engineer,"['MLflow', 'NumPy', 'R', 'C++', 'PyTorch']",['KDB+'],5,1,132555,209536,171045.5,Very High (>150K),North Christopherfurt,LR,Liberia,Africa,Automotive,Automotive & Transportation,Senior,Remote,Startup,2025-09-09,2025,9,3,September
76,Luna and Sons,Automotive,AI Researcher,"R, Python, Flask",Mid,Contract,"Weberland, TL",54185-86768,2023/12/6,Mid,"FastAPI, TensorFlow, PyTorch",Ai Researcher,AI Researcher,"['R', 'Python', 'Flask']","['FastAPI', 'TensorFlow', 'PyTorch']",3,3,54185,86768,70476.5,Mid (70K-100K),Weberland,TL,Timor-Leste,Asia,Automotive,Automotive & Transportation,Mid,Contract,Mid,2023-12-06,2023,12,4,December
77,King-Sheppard,E-commerce,AI Researcher,"FastAPI, Hugging Face, PyTorch",Mid,Internship,"Zamorafurt, UA",101020-182230,2025/7/3,Startup,PyTorch,Ai Researcher,AI Researcher,"['FastAPI', 'Hugging Face', 'PyTorch']",['PyTorch'],3,1,101020,182230,141625.0,High (100K-150K),Zamorafurt,UA,Ukraine,Europe,E-Commerce,Retail & E-commerce,Mid,Internship,Startup,2025-07-03,2025,7,3,July
78,Meyer-Shaffer,E-commerce,NLP Engineer,"Pandas, Flask, FastAPI, Reinforcement Learning",Mid,Internship,"Sharpborough, DM",49529-68621,2024/2/21,Startup,"LangChain, PyTorch, Scikit-learn",Nlp Engineer,NLP Engineer,"['Pandas', 'Flask', 'FastAPI', 'Reinforcement Learning']","['LangChain', 'PyTorch', 'Scikit-learn']",4,3,49529,68621,59075.0,Low (<70K),Sharpborough,DM,Dominica,Caribbean,E-Commerce,Retail & E-commerce,Mid,Internship,Startup,2024-02-21,2024,2,1,February
79,"Ellis, Page and Smith",Tech,Quant Researcher,"Reinforcement Learning, Flask, NumPy, LangChain",Entry,Contract,"North Carriestad, IR",88756-103530,2024/10/12,Startup,LangChain,Quant Researcher,Quant Researcher,"['Reinforcement Learning', 'Flask', 'NumPy', 'LangChain']",['LangChain'],4,1,88756,103530,96143.0,Mid (70K-100K),North Carriestad,IR,Iran,Asia,Tech,Technology,Entry,Contract,Startup,2024-10-12,2024,10,4,October
80,Martinez-Fitzgerald,Healthcare,ML Engineer,"AWS, TensorFlow, Flask, Power BI",Senior,Internship,"South Charles, CI",108574-194850,2025/1/20,Large,KDB+,Ml Engineer,ML Engineer,"['AWS', 'TensorFlow', 'Flask', 'Power BI']",['KDB+'],4,1,108574,194850,151712.0,Very High (>150K),South Charles,CI,Côte d'Ivoire,Africa,Healthcare,Healthcare,Senior,Internship,Large,2025-01-20,2025,1,1,January
81,Johnson Inc,Education,AI Researcher,"Reinforcement Learning, Python, Pandas, TensorFlow",Mid,Internship,"Lake Kristen, AZ",111184-166588,2025/8/3,Large,"Scikit-learn, MLflow, PyTorch",Ai Researcher,AI Researcher,"['Reinforcement Learning', 'Python', 'Pandas', 'TensorFlow']","['Scikit-learn', 'MLflow', 'PyTorch']",4,3,111184,166588,138886.0,High (100K-150K),Lake Kristen,AZ,Azerbaijan,Asia,Education,Education,Mid,Internship,Large,2025-08-03,2025,8,3,August
82,Camacho PLC,Finance,Data Analyst,"R, C++, GCP, Hugging Face, LangChain, TensorFlow",Entry,Full-time,"Anthonyland, GQ",120456-210505,2024/1/14,Large,"PyTorch, Scikit-learn, BigQuery",Data Analyst,Data Analyst,"['R', 'C++', 'GCP', 'Hugging Face', 'LangChain', 'TensorFlow']","['PyTorch', 'Scikit-learn', 'BigQuery']",6,3,120456,210505,165480.5,Very High (>150K),Anthonyland,GQ,Equatorial Guinea,Africa,Finance,Finance & Banking,Entry,Full-Time,Large,2024-01-14,2024,1,1,January
83,Sweeney-Griffith,Finance,AI Product Manager,"Flask, Azure, C++, Excel",Entry,Internship,"Michaelchester, MK",86740-124608,2025/9/17,Mid,MLflow,Ai Product Manager,AI Product Manager,"['Flask', 'Azure', 'C++', 'Excel']",['MLflow'],4,1,86740,124608,105674.0,High (100K-150K),Michaelchester,MK,North Macedonia,Europe,Finance,Finance & Banking,Entry,Internship,Mid,2025-09-17,2025,9,3,September
84,"Stafford, Owens and Thompson",Education,Data Analyst,"MLflow, Hugging Face, Python, Scikit-learn",Entry,Full-time,"Lake Debra, AM",78116-122008,2025/4/25,Mid,"MLflow, LangChain, KDB+",Data Analyst,Data Analyst,"['MLflow', 'Hugging Face', 'Python', 'Scikit-learn']","['MLflow', 'LangChain', 'KDB+']",4,3,78116,122008,100062.0,High (100K-150K),Lake Debra,AM,Armenia,Asia,Education,Education,Entry,Full-Time,Mid,2025-04-25,2025,4,2,April
85,"Gonzalez, Watts and Thompson",E-commerce,Computer Vision Engineer,"FastAPI, SQL, Flask, CUDA, C++, Scikit-learn",Mid,Contract,"New Danielburgh, RU",42962-75277,2024/11/1,Startup,"FastAPI, LangChain",Computer Vision Engineer,Computer Vision Engineer,"['FastAPI', 'SQL', 'Flask', 'CUDA', 'C++', 'Scikit-learn']","['FastAPI', 'LangChain']",6,2,42962,75277,59119.5,Low (<70K),New Danielburgh,RU,Russia,Europe,E-Commerce,Retail & E-commerce,Mid,Contract,Startup,2024-11-01,2024,11,4,November
86,Graham Group,Tech,Data Analyst,"LangChain, FastAPI, PyTorch, CUDA, AWS",Senior,Full-time,"Lake Melissaville, PL",51640-64834,2024/3/21,Large,"BigQuery, Scikit-learn, MLflow",Data Analyst,Data Analyst,"['LangChain', 'FastAPI', 'PyTorch', 'CUDA', 'AWS']","['BigQuery', 'Scikit-learn', 'MLflow']",5,3,51640,64834,58237.0,Low (<70K),Lake Melissaville,PL,Poland,Europe,Tech,Technology,Senior,Full-Time,Large,2024-03-21,2024,3,1,March
87,Ward-Allen,Education,Quant Researcher,"C++, Power BI, NumPy",Mid,Contract,"Jeffreyburgh, SC",98118-167073,2024/9/10,Large,"LangChain, BigQuery",Quant Researcher,Quant Researcher,"['C++', 'Power BI', 'NumPy']","['LangChain', 'BigQuery']",3,2,98118,167073,132595.5,High (100K-150K),Jeffreyburgh,SC,Seychelles,Africa,Education,Education,Mid,Contract,Large,2024-09-10,2024,9,3,September
88,"Garrett, Hernandez and Anderson",Finance,Quant Researcher,"FastAPI, Scikit-learn, LangChain",Mid,Internship,"Whiteville, SE",140819-222611,2023/11/16,Mid,"LangChain, MLflow",Quant Researcher,Quant Researcher,"['FastAPI', 'Scikit-learn', 'LangChain']","['LangChain', 'MLflow']",3,2,140819,222611,181715.0,Very High (>150K),Whiteville,SE,Sweden,Europe,Finance,Finance & Banking,Mid,Internship,Mid,2023-11-16,2023,11,4,November
89,Long Inc,Finance,AI Researcher,"Flask, Python, Power BI, CUDA",Entry,Internship,"Jacksonmouth, UZ",82496-127505,2025/3/23,Startup,"FastAPI, LangChain, BigQuery",Ai Researcher,AI Researcher,"['Flask', 'Python', 'Power BI', 'CUDA']","['FastAPI', 'LangChain', 'BigQuery']",4,3,82496,127505,105000.5,High (100K-150K),Jacksonmouth,UZ,Uzbekistan,Asia,Finance,Finance & Banking,Entry,Internship,Startup,2025-03-23,2025,3,1,March
90,Cummings-Nash,Finance,AI Researcher,"Python, SQL, C++, FastAPI",Entry,Internship,"Adamton, HR",124249-174855,2023/10/17,Startup,"KDB+, LangChain",Ai Researcher,AI Researcher,"['Python', 'SQL', 'C++', 'FastAPI']","['KDB+', 'LangChain']",4,2,124249,174855,149552.0,High (100K-150K),Adamton,HR,Croatia,Europe,Finance,Finance & Banking,Entry,Internship,Startup,2023-10-17,2023,10,4,October
91,"Sawyer, Donovan and Vargas",Automotive,NLP Engineer,"TensorFlow, Power BI, FastAPI, LangChain, Scikit-learn, Python",Mid,Contract,"Lake Erica, NL",81426-145890,2023/10/19,Mid,"BigQuery, KDB+, LangChain",Nlp Engineer,NLP Engineer,"['TensorFlow', 'Power BI', 'FastAPI', 'LangChain', 'Scikit-learn', 'Python']","['BigQuery', 'KDB+', 'LangChain']",6,3,81426,145890,113658.0,High (100K-150K),Lake Erica,NL,Netherlands,Europe,Automotive,Automotive & Transportation,Mid,Contract,Mid,2023-10-19,2023,10,4,October
92,"Stewart, Gutierrez and Simpson",Tech,Data Scientist,"GCP, LangChain, Keras",Entry,Internship,"South Paige, VC",51104-130405,2025/3/21,Large,"LangChain, FastAPI, Scikit-learn",Data Scientist,Data Scientist,"['GCP', 'LangChain', 'Keras']","['LangChain', 'FastAPI', 'Scikit-learn']",3,3,51104,130405,90754.5,Mid (70K-100K),South Paige,VC,Saint Vincent and the Grenadines,Caribbean,Tech,Technology,Entry,Internship,Large,2025-03-21,2025,3,1,March
93,Jones-Marshall,Finance,NLP Engineer,"Excel, TensorFlow, Pandas, CUDA",Entry,Remote,"Scottberg, MG",143177-155682,2025/8/26,Startup,"MLflow, FastAPI, TensorFlow",Nlp Engineer,NLP Engineer,"['Excel', 'TensorFlow', 'Pandas', 'CUDA']","['MLflow', 'FastAPI', 'TensorFlow']",4,3,143177,155682,149429.5,High (100K-150K),Scottberg,MG,Madagascar,Africa,Finance,Finance & Banking,Entry,Remote,Startup,2025-08-26,2025,8,3,August
94,Murphy-Rosales,Education,NLP Engineer,"FastAPI, PyTorch, CUDA, Flask, Scikit-learn",Mid,Remote,"West Jesse, NG",139393-162837,2025/7/13,Large,"LangChain, BigQuery",Nlp Engineer,NLP Engineer,"['FastAPI', 'PyTorch', 'CUDA', 'Flask', 'Scikit-learn']","['LangChain', 'BigQuery']",5,2,139393,162837,151115.0,Very High (>150K),West Jesse,NG,Nigeria,Africa,Education,Education,Mid,Remote,Large,2025-07-13,2025,7,3,July
95,Solis-Thornton,Healthcare,ML Engineer,"Hugging Face, Python, FastAPI, CUDA, GCP",Entry,Full-time,"East Autumn, AM",111746-137892,2024/10/10,Mid,"LangChain, BigQuery",Ml Engineer,ML Engineer,"['Hugging Face', 'Python', 'FastAPI', 'CUDA', 'GCP']","['LangChain', 'BigQuery']",5,2,111746,137892,124819.0,High (100K-150K),East Autumn,AM,Armenia,Asia,Healthcare,Healthcare,Entry,Full-Time,Mid,2024-10-10,2024,10,4,October
96,Michael Ltd,Healthcare,Computer Vision Engineer,"PyTorch, MLflow, Scikit-learn, Excel, Pandas",Senior,Full-time,"Maldonadoville, PL",107083-124486,2025/8/9,Startup,LangChain,Computer Vision Engineer,Computer Vision Engineer,"['PyTorch', 'MLflow', 'Scikit-learn', 'Excel', 'Pandas']",['LangChain'],5,1,107083,124486,115784.5,High (100K-150K),Maldonadoville,PL,Poland,Europe,Healthcare,Healthcare,Senior,Full-Time,Startup,2025-08-09,2025,8,3,August
97,Alexander and Sons,Education,AI Researcher,"Pandas, R, FastAPI, AWS, MLflow, Python",Senior,Full-time,"Richardside, PY",126865-190621,2024/11/15,Startup,"LangChain, FastAPI",Ai Researcher,AI Researcher,"['Pandas', 'R', 'FastAPI', 'AWS', 'MLflow', 'Python']","['LangChain', 'FastAPI']",6,2,126865,190621,158743.0,Very High (>150K),Richardside,PY,Paraguay,South America,Education,Education,Senior,Full-Time,Startup,2024-11-15,2024,11,4,November
98,"Travis, Fletcher and Rodriguez",Finance,Computer Vision Engineer,"Python, SQL, Power BI, Scikit-learn, FastAPI",Mid,Contract,"Port Julieburgh, KW",127896-227744,2023/12/18,Large,"FastAPI, KDB+, LangChain",Computer Vision Engineer,Computer Vision Engineer,"['Python', 'SQL', 'Power BI', 'Scikit-learn', 'FastAPI']","['FastAPI', 'KDB+', 'LangChain']",5,3,127896,227744,177820.0,Very High (>150K),Port Julieburgh,KW,Kuwait,Asia,Finance,Finance & Banking,Mid,Contract,Large,2023-12-18,2023,12,4,December
99,Lozano-Hill,Healthcare,Data Analyst,"Keras, NumPy, Excel, C++, Pandas",Entry,Contract,"South Stephanieville, BS",133789-170501,2024/5/22,Large,"TensorFlow, BigQuery",Data Analyst,Data Analyst,"['Keras', 'NumPy', 'Excel', 'C++', 'Pandas']","['TensorFlow', 'BigQuery']",5,2,133789,170501,152145.0,Very High (>150K),South Stephanieville,BS,Bahamas,Caribbean,Healthcare,Healthcare,Entry,Contract,Large,2024-05-22,2024,5,2,May
100,"Farmer, Leach and Norris",Retail,Computer Vision Engineer,"Keras, Power BI, MLflow, AWS",Mid,Contract,"Williamsbury, DO",126422-179630,2025/9/3,Mid,TensorFlow,Computer Vision Engineer,Computer Vision Engineer,"['Keras', 'Power BI', 'MLflow', 'AWS']",['TensorFlow'],4,1,126422,179630,153026.0,Very High (>150K),Williamsbury,DO,Dominican Republic,Caribbean,Retail,Retail & E-commerce,Mid,Contract,Mid,2025-09-03,2025,9,3,September
101,Price-Nichols,Healthcare,ML Engineer,"Pandas, MLflow, Hugging Face, SQL",Entry,Contract,"South Fredview, PL",53156-131761,2025/7/22,Startup,TensorFlow,Ml Engineer,ML Engineer,"['Pandas', 'MLflow', 'Hugging Face', 'SQL']",['TensorFlow'],4,1,53156,131761,92458.5,Mid (70K-100K),South Fredview,PL,Poland,Europe,Healthcare,Healthcare,Entry,Contract,Startup,2025-07-22,2025,7,3,July
102,"Gonzalez, Jackson and Williams",Retail,Data Scientist,"Hugging Face, LangChain, Azure, Scikit-learn, Flask",Senior,Internship,"Heatherport, DO",76985-169306,2025/8/9,Large,"KDB+, BigQuery, MLflow",Data Scientist,Data Scientist,"['Hugging Face', 'LangChain', 'Azure', 'Scikit-learn', 'Flask']","['KDB+', 'BigQuery', 'MLflow']",5,3,76985,169306,123145.5,High (100K-150K),Heatherport,DO,Dominican Republic,Caribbean,Retail,Retail & E-commerce,Senior,Internship,Large,2025-08-09,2025,8,3,August
103,"Dodson, Palmer and Huber",Education,Quant Researcher,"Python, Pandas, NumPy, MLflow",Entry,Full-time,"Alejandromouth, CU",129308-160166,2025/2/26,Mid,KDB+,Quant Researcher,Quant Researcher,"['Python', 'Pandas', 'NumPy', 'MLflow']",['KDB+'],4,1,129308,160166,144737.0,High (100K-150K),Alejandromouth,CU,Cuba,Caribbean,Education,Education,Entry,Full-Time,Mid,2025-02-26,2025,2,1,February
104,Morris-Sanchez,Finance,Data Scientist,"Power BI, GCP, Scikit-learn",Senior,Internship,"New James, CR",112263-190554,2025/3/21,Mid,TensorFlow,Data Scientist,Data Scientist,"['Power BI', 'GCP', 'Scikit-learn']",['TensorFlow'],3,1,112263,190554,151408.5,Very High (>150K),New James,CR,Costa Rica,Central America,Finance,Finance & Banking,Senior,Internship,Mid,2025-03-21,2025,3,1,March
